"","phase","site","treatment","corner","azi","class","load"
"498","postpct","whiskey","ld","e",225,"woody",2.367
"499","postpct","whiskey","ld","e",315,"herb",0.204
"500","postpct","whiskey","ld","e",315,"woody",2.106
"501","postpct","whiskey","ld","n",135,"herb",0.14
"502","postpct","whiskey","ld","n",135,"woody",5.445
"503","postpct","whiskey","ld","n",225,"herb",0.264
"504","postpct","whiskey","ld","n",225,"woody",8.2485
"505","postpct","whiskey","ld","s",45,"herb",0.292
"506","postpct","whiskey","ld","s",45,"woody",6.687
"507","postpct","whiskey","ld","s",315,"herb",1.2
"508","postpct","whiskey","ld","s",315,"woody",6.12
"509","postpct","whiskey","ld","w",45,"herb",0.62
"510","postpct","whiskey","ld","w",45,"woody",2.088
"511","postpct","whiskey","ld","w",135,"herb",0.412
"512","postpct","whiskey","ld","w",135,"woody",0.18
"513","prepct","camp6","gs","e",225,"herb",0.002
"514","prepct","camp6","gs","e",225,"woody",7.5555
"515","prepct","camp6","gs","e",315,"herb",2.088
"516","prepct","camp6","gs","e",315,"woody",3.51
"517","prepct","camp6","gs","n",135,"herb",0.002
"518","prepct","camp6","gs","n",135,"woody",10.845
"519","prepct","camp6","gs","n",225,"herb",0.284
"520","prepct","camp6","gs","n",225,"woody",12.8385
"521","prepct","camp6","gs","s",45,"herb",0
"522","prepct","camp6","gs","s",45,"woody",4.95
"523","prepct","camp6","gs","s",315,"herb",0.002
"524","prepct","camp6","gs","s",315,"woody",5.7195
"525","prepct","camp6","gs","w",45,"herb",0
"526","prepct","camp6","gs","w",45,"woody",10.3455
"527","prepct","camp6","gs","w",135,"herb",0.004
"528","prepct","camp6","gs","w",135,"woody",15.0255
"529","prepct","camp6","ha","e",225,"herb",0.008
"530","prepct","camp6","ha","e",225,"woody",8.991
"531","prepct","camp6","ha","e",315,"herb",0.024
"532","prepct","camp6","ha","e",315,"woody",44.82
"533","prepct","camp6","ha","n",135,"herb",0.114
"534","prepct","camp6","ha","n",135,"woody",3.807
"535","prepct","camp6","ha","n",225,"herb",0.208
"536","prepct","camp6","ha","n",225,"woody",10.125
"537","prepct","camp6","ha","s",45,"herb",1.24
"538","prepct","camp6","ha","s",45,"woody",3.636
"539","prepct","camp6","ha","s",315,"herb",0.56
"540","prepct","camp6","ha","s",315,"woody",19.008
"541","prepct","camp6","ha","w",45,"herb",0.07
"542","prepct","camp6","ha","w",45,"woody",15.6735
"543","prepct","camp6","ha","w",135,"herb",0.01
"544","prepct","camp6","ha","w",135,"woody",2.16
"545","prepct","camp6","hd","e",225,"herb",0
"546","prepct","camp6","hd","e",225,"woody",10.3275
"547","prepct","camp6","hd","e",315,"herb",0.12
"548","prepct","camp6","hd","e",315,"woody",14.9625
"549","prepct","camp6","hd","n",135,"herb",0.928
"550","prepct","camp6","hd","n",135,"woody",3.0645
"551","prepct","camp6","hd","n",225,"herb",0.432
"552","prepct","camp6","hd","n",225,"woody",3.69
"553","prepct","camp6","hd","s",45,"herb",0.028
"554","prepct","camp6","hd","s",45,"woody",14.454
"555","prepct","camp6","hd","s",315,"herb",0.008
"556","prepct","camp6","hd","s",315,"woody",1.152
"557","prepct","camp6","hd","w",48,"herb",0.688
"558","prepct","camp6","hd","w",48,"woody",7.56
"559","prepct","camp6","hd","w",135,"herb",0.524
"560","prepct","camp6","hd","w",135,"woody",11.97
"561","prepct","camp6","ld","e",225,"herb",0
"562","prepct","camp6","ld","e",225,"woody",35.838
"563","prepct","camp6","ld","e",315,"herb",0.272
"564","prepct","camp6","ld","e",315,"woody",7.758
"565","prepct","camp6","ld","n",135,"herb",0.368
"566","prepct","camp6","ld","n",135,"woody",8.739
"567","prepct","camp6","ld","n",225,"herb",0.008
"568","prepct","camp6","ld","n",225,"woody",12.915
"569","prepct","camp6","ld","s",45,"herb",0.02
"570","prepct","camp6","ld","s",45,"woody",4.41
"571","prepct","camp6","ld","s",315,"herb",0.104
"572","prepct","camp6","ld","s",315,"woody",7.695
"573","prepct","camp6","ld","w",45,"herb",0.136
"574","prepct","camp6","ld","w",45,"woody",1.512
"575","prepct","camp6","ld","w",135,"herb",0.024
"576","prepct","camp6","ld","w",135,"woody",24.489
"577","prepct","waldon","gs","e",225,"herb",1.616
"578","prepct","waldon","gs","e",225,"woody",32.976
"579","prepct","waldon","gs","e",315,"herb",0
"580","prepct","waldon","gs","e",315,"woody",35.577
"581","prepct","waldon","gs","n",135,"herb",0
"582","prepct","waldon","gs","n",135,"woody",23.49
"583","prepct","waldon","gs","n",248,"herb",0.436
"584","prepct","waldon","gs","n",248,"woody",15.84
"585","prepct","waldon","gs","s",45,"herb",0.02
"586","prepct","waldon","gs","s",45,"woody",57.24
"587","prepct","waldon","gs","s",315,"herb",0
"588","prepct","waldon","gs","s",315,"woody",97.74
"589","prepct","waldon","gs","w",45,"herb",0.042
"590","prepct","waldon","gs","w",45,"woody",22.653
"591","prepct","waldon","gs","w",135,"herb",0.056
"592","prepct","waldon","gs","w",135,"woody",37.602
"593","prepct","waldon","ha","ne",180,"herb",0.026
"594","prepct","waldon","ha","ne",180,"woody",7.83
"595","prepct","waldon","ha","ne",274,"herb",0.158
"596","prepct","waldon","ha","ne",274,"woody",0.918
"597","prepct","waldon","ha","nw",90,"herb",0.002
"598","prepct","waldon","ha","nw",90,"woody",3.8295
"599","prepct","waldon","ha","nw",180,"herb",0.012
"600","prepct","waldon","ha","nw",180,"woody",5.589
"601","prepct","waldon","ha","se",0,"herb",0.044
"602","prepct","waldon","ha","se",0,"woody",3.24
"603","prepct","waldon","ha","se",270,"herb",5.066
"604","prepct","waldon","ha","se",270,"woody",1.44
"605","prepct","waldon","ha","sw",6,"herb",0.028
"606","prepct","waldon","ha","sw",6,"woody",1.62
"607","prepct","waldon","ha","sw",90,"herb",0.042
"608","prepct","waldon","ha","sw",90,"woody",1.8
"609","prepct","waldon","hd","ne",180,"herb",0
"610","prepct","waldon","hd","ne",180,"woody",3.15
"611","prepct","waldon","hd","ne",270,"herb",0.164
"612","prepct","waldon","hd","ne",270,"woody",9.99
"613","prepct","waldon","hd","nw",90,"herb",0.002
"614","prepct","waldon","hd","nw",90,"woody",24.876
"615","prepct","waldon","hd","nw",180,"herb",0.006
"616","prepct","waldon","hd","nw",180,"woody",8.1
"617","prepct","waldon","hd","se",0,"herb",0
"618","prepct","waldon","hd","se",0,"woody",4.266
"619","prepct","waldon","hd","se",270,"herb",0.002
"620","prepct","waldon","hd","se",270,"woody",35.28
"621","prepct","waldon","hd","sw",0,"herb",0
"622","prepct","waldon","hd","sw",0,"woody",15.3
"623","prepct","waldon","hd","sw",90,"herb",0
"624","prepct","waldon","hd","sw",90,"woody",11.79
"625","prepct","waldon","ld","ne",180,"herb",0
"626","prepct","waldon","ld","ne",180,"woody",33.75
"627","prepct","waldon","ld","ne",270,"herb",0.18
"628","prepct","waldon","ld","ne",270,"woody",9.18
"629","prepct","waldon","ld","nw",90,"herb",0
"630","prepct","waldon","ld","nw",90,"woody",16.7985
"631","prepct","waldon","ld","nw",180,"herb",0
"632","prepct","waldon","ld","nw",180,"woody",40.095
"633","prepct","waldon","ld","se",0,"herb",0
"634","prepct","waldon","ld","se",0,"woody",16.884
"635","prepct","waldon","ld","se",270,"herb",0.002
"636","prepct","waldon","ld","se",270,"woody",23.265
"637","prepct","waldon","ld","sw",0,"herb",0
"638","prepct","waldon","ld","sw",0,"woody",57.744
"639","prepct","waldon","ld","sw",90,"herb",0.08
"640","prepct","waldon","ld","sw",90,"woody",22.5675
"641","prepct","waldos","gs","ne",180,"herb",0.378
"642","prepct","waldos","gs","ne",180,"woody",35.685
"643","prepct","waldos","gs","ne",270,"herb",0
"644","prepct","waldos","gs","ne",270,"woody",198.9
"645","prepct","waldos","gs","nw",90,"herb",0.828
"646","prepct","waldos","gs","nw",90,"woody",24.48
"647","prepct","waldos","gs","nw",180,"herb",0.292
"648","prepct","waldos","gs","nw",180,"woody",18.378
"649","prepct","waldos","gs","se",0,"herb",4.092
"650","prepct","waldos","gs","se",0,"woody",0.135
"651","prepct","waldos","gs","se",270,"herb",0.828
"652","prepct","waldos","gs","se",270,"woody",0.072
"653","prepct","waldos","gs","sw",0,"herb",0.004
"654","prepct","waldos","gs","sw",0,"woody",50.13
"655","prepct","waldos","gs","sw",90,"herb",0.002
"656","prepct","waldos","gs","sw",90,"woody",16.92
"657","prepct","waldos","ha","ne",180,"herb",0.18
"658","prepct","waldos","ha","ne",180,"woody",0.3375
"659","prepct","waldos","ha","ne",270,"herb",0.304
"660","prepct","waldos","ha","ne",270,"woody",1.35
"661","prepct","waldos","ha","nw",90,"herb",2.056
"662","prepct","waldos","ha","nw",90,"woody",14.1075
"663","prepct","waldos","ha","nw",180,"herb",0.32
"664","prepct","waldos","ha","nw",180,"woody",30.6
"665","prepct","waldos","ha","se",0,"herb",0.108
"666","prepct","waldos","ha","se",0,"woody",6.201
"667","prepct","waldos","ha","se",270,"herb",0
"668","prepct","waldos","ha","se",270,"woody",46.062
"669","prepct","waldos","ha","sw",0,"herb",0
"670","prepct","waldos","ha","sw",0,"woody",24.246
"671","prepct","waldos","ha","sw",90,"herb",0.032
"672","prepct","waldos","ha","sw",90,"woody",6.345
"673","prepct","waldos","hd","ne",180,"herb",0.066
"674","prepct","waldos","hd","ne",180,"woody",9.729
"675","prepct","waldos","hd","ne",270,"herb",0.144
"676","prepct","waldos","hd","ne",270,"woody",5.7825
"677","prepct","waldos","hd","nw",90,"herb",0.592
"678","prepct","waldos","hd","nw",90,"woody",1.62
"679","prepct","waldos","hd","nw",180,"herb",0.222
"680","prepct","waldos","hd","nw",180,"woody",10.602
"681","prepct","waldos","hd","se",0,"herb",0.014
"682","prepct","waldos","hd","se",0,"woody",28.3455
"683","prepct","waldos","hd","se",270,"herb",0.002
"684","prepct","waldos","hd","se",270,"woody",74.34
"685","prepct","waldos","hd","sw",0,"herb",0.218
"686","prepct","waldos","hd","sw",0,"woody",21.24
"687","prepct","waldos","hd","sw",90,"herb",0.07
"688","prepct","waldos","hd","sw",90,"woody",8.8965
"689","prepct","waldos","ld","ne",180,"herb",0.286
"690","prepct","waldos","ld","ne",180,"woody",7.983
"691","prepct","waldos","ld","ne",270,"herb",1.456
"692","prepct","waldos","ld","ne",270,"woody",1.656
"693","prepct","waldos","ld","nw",90,"herb",2.64
"694","prepct","waldos","ld","nw",90,"woody",0.5355
"695","prepct","waldos","ld","nw",180,"herb",0.076
"696","prepct","waldos","ld","nw",180,"woody",14.355
"697","prepct","waldos","ld","se",0,"herb",0.578
"698","prepct","waldos","ld","se",0,"woody",14.175
"699","prepct","waldos","ld","se",270,"herb",0.32
"700","prepct","waldos","ld","se",270,"woody",34.29
"701","prepct","waldos","ld","sw",0,"herb",0.082
"702","prepct","waldos","ld","sw",0,"woody",28.971
"703","prepct","waldos","ld","sw",90,"herb",0.224
"704","prepct","waldos","ld","sw",90,"woody",14.085
"705","prepct","whiskey","gs","e",225,"herb",0.556
"706","prepct","whiskey","gs","e",225,"woody",18.36
"707","prepct","whiskey","gs","e",315,"herb",0.624
"708","prepct","whiskey","gs","e",315,"woody",33.84
"709","prepct","whiskey","gs","n",135,"herb",0.264
"710","prepct","whiskey","gs","n",135,"woody",49.635
"711","prepct","whiskey","gs","n",225,"herb",0
"712","prepct","whiskey","gs","n",225,"woody",120.798
"713","prepct","whiskey","gs","s",45,"herb",0.288
"714","prepct","whiskey","gs","s",45,"woody",35.712
"715","prepct","whiskey","gs","s",315,"herb",0.352
"716","prepct","whiskey","gs","s",315,"woody",21.96
"717","prepct","whiskey","gs","w",45,"herb",0.184
"718","prepct","whiskey","gs","w",45,"woody",86.13
"719","prepct","whiskey","gs","w",135,"herb",0.016
"720","prepct","whiskey","gs","w",135,"woody",103.59
"721","prepct","whiskey","ha","e",225,"herb",0.44
"722","prepct","whiskey","ha","e",225,"woody",31.05
"723","prepct","whiskey","ha","e",315,"herb",0.3
"724","prepct","whiskey","ha","e",315,"woody",6.075
"725","prepct","whiskey","ha","n",135,"herb",0.64
"726","prepct","whiskey","ha","n",135,"woody",10.62
"727","prepct","whiskey","ha","n",225,"herb",0.4
"728","prepct","whiskey","ha","n",225,"woody",8.1
"729","prepct","whiskey","ha","s",45,"herb",0.06
"730","prepct","whiskey","ha","s",45,"woody",6.336
"731","prepct","whiskey","ha","s",315,"herb",0.06
"732","prepct","whiskey","ha","s",315,"woody",3.348
"733","prepct","whiskey","ha","w",45,"herb",1.04
"734","prepct","whiskey","ha","w",45,"woody",57.555
"735","prepct","whiskey","ha","w",135,"herb",1.6
"736","prepct","whiskey","ha","w",135,"woody",9.99
"737","prepct","whiskey","hd","e",225,"herb",0.004
"738","prepct","whiskey","hd","e",225,"woody",19.575
"739","prepct","whiskey","hd","e",315,"herb",0.04
"740","prepct","whiskey","hd","e",315,"woody",21.51
"741","prepct","whiskey","hd","n",135,"herb",2.04
"742","prepct","whiskey","hd","n",135,"woody",8.1
"743","prepct","whiskey","hd","n",225,"herb",0.564
"744","prepct","whiskey","hd","n",225,"woody",46.116
"745","prepct","whiskey","hd","s",42,"herb",NA
"746","prepct","whiskey","hd","s",42,"woody",NA
"747","prepct","whiskey","hd","s",315,"herb",0.208
"748","prepct","whiskey","hd","s",315,"woody",39.33
"749","prepct","whiskey","hd","w",45,"herb",0.048
"750","prepct","whiskey","hd","w",45,"woody",30.87
"751","prepct","whiskey","hd","w",135,"herb",0.056
"752","prepct","whiskey","hd","w",135,"woody",38.97
"753","prepct","whiskey","ld","e",225,"herb",0.92
"754","prepct","whiskey","ld","e",225,"woody",30.78
"755","prepct","whiskey","ld","e",315,"herb",0.94
"756","prepct","whiskey","ld","e",315,"woody",31.86
"757","prepct","whiskey","ld","n",135,"herb",0.024
"758","prepct","whiskey","ld","n",135,"woody",13.896
"759","prepct","whiskey","ld","n",225,"herb",0.12
"760","prepct","whiskey","ld","n",225,"woody",18.45
"761","prepct","whiskey","ld","s",45,"herb",0.164
"762","prepct","whiskey","ld","s",45,"woody",28.8
"763","prepct","whiskey","ld","s",315,"herb",0.224
"764","prepct","whiskey","ld","s",315,"woody",73.98
"765","prepct","whiskey","ld","w",45,"herb",0.564
"766","prepct","whiskey","ld","w",45,"woody",14.085
"767","prepct","whiskey","ld","w",135,"herb",1.34
"768","prepct","whiskey","ld","w",135,"woody",15.75
"769","prepct","camp6","gs","s",315,"onehr",0.638083102738017
"770","prepct","camp6","gs","s",315,"tenhr",3.58521609565173
"771","prepct","camp6","gs","s",315,"hundhr",4.89917289737409
"772","prepct","camp6","gs","s",45,"onehr",0.320709483913678
"773","prepct","camp6","gs","s",45,"tenhr",4.05445434512943
"774","prepct","camp6","gs","s",45,"hundhr",14.7743565511638
"775","prepct","camp6","gs","w",45,"onehr",0.425133833267123
"776","prepct","camp6","gs","w",45,"tenhr",0.447883469829912
"777","prepct","camp6","gs","w",45,"hundhr",4.89623720976561
"778","prepct","camp6","gs","w",135,"onehr",2.47909549074121
"779","prepct","camp6","gs","w",135,"tenhr",4.99640301027674
"780","prepct","camp6","gs","w",135,"hundhr",4.96549092094548
"781","prepct","camp6","gs","n",135,"onehr",0.673128569339612
"782","prepct","camp6","gs","n",135,"tenhr",6.27036857761877
"783","prepct","camp6","gs","n",135,"hundhr",7.34435581464842
"784","prepct","camp6","gs","n",225,"onehr",0.177245306316116
"785","prepct","camp6","gs","n",225,"tenhr",2.6889120717388
"786","prepct","camp6","gs","n",225,"hundhr",9.79834579474819
"787","prepct","camp6","gs","e",225,"onehr",1.96409817623876
"788","prepct","camp6","gs","e",225,"tenhr",4.41429422887105
"789","prepct","camp6","gs","e",225,"hundhr",24.128409635725
"790","prepct","camp6","gs","e",315,"onehr",0.850140167820631
"791","prepct","camp6","gs","e",315,"tenhr",4.47816309136285
"792","prepct","camp6","gs","e",315,"hundhr",7.34325451919105
"793","prepct","camp6","ha","s",315,"onehr",1.18766926803897
"794","prepct","camp6","ha","s",315,"tenhr",0
"795","prepct","camp6","ha","s",315,"hundhr",0
"796","prepct","camp6","ha","s",45,"onehr",0.354490612632231
"797","prepct","camp6","ha","s",45,"tenhr",0
"798","prepct","camp6","ha","s",45,"hundhr",9.79834579474819
"799","prepct","camp6","ha","e",225,"onehr",0.143485025246512
"800","prepct","camp6","ha","e",225,"tenhr",0
"801","prepct","camp6","ha","e",225,"hundhr",0
"802","prepct","camp6","ha","e",315,"onehr",0.872292996513414
"803","prepct","camp6","ha","e",315,"tenhr",1.3784563239217
"804","prepct","camp6","ha","e",315,"hundhr",5.02306931740171
"805","prepct","camp6","ha","w",45,"onehr",0.462766188571127
"806","prepct","camp6","ha","w",45,"tenhr",1.35008195996825
"807","prepct","camp6","ha","w",45,"hundhr",9.83934732121303
"808","prepct","camp6","ha","w",135,"onehr",2.18982769808746
"809","prepct","camp6","ha","w",135,"tenhr",1.45705838739141
"810","prepct","camp6","ha","w",135,"hundhr",0
"811","prepct","camp6","ha","n",135,"onehr",1.96265924215518
"812","prepct","camp6","ha","n",135,"tenhr",0
"813","prepct","camp6","ha","n",135,"hundhr",2.51153465870085
"814","prepct","camp6","ha","n",225,"onehr",0.997762838842552
"815","prepct","camp6","ha","n",225,"tenhr",0.450494927236604
"816","prepct","camp6","ha","n",225,"hundhr",4.92478551705459
"817","prepct","camp6","hd","s",45,"onehr",1.85775516846084
"818","prepct","camp6","hd","s",45,"tenhr",1.38152951736809
"819","prepct","camp6","hd","s",45,"hundhr",0
"820","prepct","camp6","hd","s",315,"onehr",1.22376100352133
"821","prepct","camp6","hd","s",315,"tenhr",2.81290154655557
"822","prepct","camp6","hd","s",315,"hundhr",5.12508057243955
"823","prepct","camp6","hd","w",135,"onehr",0.903506257259403
"824","prepct","camp6","hd","w",135,"tenhr",2.37963604545746
"825","prepct","camp6","hd","w",135,"hundhr",5.20280980938768
"826","prepct","camp6","hd","w",48,"onehr",1.10875141807092
"827","prepct","camp6","hd","w",48,"tenhr",1.35648301660635
"828","prepct","camp6","hd","w",48,"hundhr",7.41449848868653
"829","prepct","camp6","hd","n",225,"onehr",1.06691701971205
"830","prepct","camp6","hd","n",225,"tenhr",1.79841531081898
"831","prepct","camp6","hd","n",225,"hundhr",4.91504406647783
"832","prepct","camp6","hd","n",135,"onehr",1.63748035955937
"833","prepct","camp6","hd","n",135,"tenhr",5.40032783987299
"834","prepct","camp6","hd","n",135,"hundhr",7.37951049090977
"835","prepct","camp6","hd","e",225,"onehr",1.12922372984875
"836","prepct","camp6","hd","e",225,"tenhr",2.76305903473617
"837","prepct","camp6","hd","e",225,"hundhr",5.03426797740936
"838","prepct","camp6","hd","e",315,"onehr",0.679557320753147
"839","prepct","camp6","hd","e",315,"tenhr",1.8086440221418
"840","prepct","camp6","hd","e",315,"hundhr",0
"841","prepct","camp6","ld","s",315,"onehr",0.890859677537993
"842","prepct","camp6","ld","s",315,"tenhr",0.900989854473208
"843","prepct","camp6","ld","s",315,"hundhr",0
"844","prepct","camp6","ld","s",45,"onehr",0.748322129131914
"845","prepct","camp6","ld","s",45,"tenhr",2.70296956341962
"846","prepct","camp6","ld","s",45,"hundhr",14.7743565511638
"847","prepct","camp6","ld","w",45,"onehr",2.63694464551246
"848","prepct","camp6","ld","w",45,"tenhr",5.40593912683924
"849","prepct","camp6","ld","w",45,"hundhr",4.92478551705459
"850","prepct","camp6","ld","w",135,"onehr",0.712687742030394
"851","prepct","camp6","ld","w",135,"tenhr",3.15346449065623
"852","prepct","camp6","ld","w",135,"hundhr",7.38717827558189
"853","prepct","camp6","ld","n",135,"onehr",1.24720354855319
"854","prepct","camp6","ld","n",135,"tenhr",0.900989854473208
"855","prepct","camp6","ld","n",135,"hundhr",14.7743565511638
"856","prepct","camp6","ld","n",225,"onehr",0.534515806522796
"857","prepct","camp6","ld","n",225,"tenhr",2.70296956341962
"858","prepct","camp6","ld","n",225,"hundhr",7.38717827558189
"859","prepct","camp6","ld","e",225,"onehr",0.748322129131914
"860","prepct","camp6","ld","e",225,"tenhr",0.900989854473208
"861","prepct","camp6","ld","e",225,"hundhr",9.84957103410919
"862","prepct","camp6","ld","e",315,"onehr",0.819590903334954
"863","prepct","camp6","ld","e",315,"tenhr",3.60395941789283
"864","prepct","camp6","ld","e",315,"hundhr",4.92478551705459
"865","prepct","waldon","gs","n",135,"onehr",0.708981225264463
"866","prepct","waldon","gs","n",135,"tenhr",4.0333681076082
"867","prepct","waldon","gs","n",135,"hundhr",7.34875934606114
"868","prepct","waldon","gs","n",248,"onehr",0.0721088241210939
"869","prepct","waldon","gs","n",248,"tenhr",4.10224447591909
"870","prepct","waldon","gs","n",248,"hundhr",12.4570857522991
"871","prepct","waldon","gs","w",45,"onehr",0.035533901579054
"872","prepct","waldon","gs","w",45,"tenhr",0
"873","prepct","waldon","gs","w",45,"hundhr",0
"874","prepct","waldon","gs","w",135,"onehr",0.505710867339492
"875","prepct","waldon","gs","w",135,"tenhr",7.7632537829039
"876","prepct","waldon","gs","w",135,"hundhr",7.48830521142606
"877","prepct","waldon","gs","s",45,"onehr",0.390114827102953
"878","prepct","waldon","gs","s",45,"tenhr",4.03517981697855
"879","prepct","waldon","gs","s",45,"hundhr",12.2534337729314
"880","prepct","waldon","gs","s",315,"onehr",0.425579811385039
"881","prepct","waldon","gs","s",315,"tenhr",2.24176656498808
"882","prepct","waldon","gs","s",315,"hundhr",12.2534337729314
"883","prepct","waldon","gs","e",225,"onehr",0.710678031581081
"884","prepct","waldon","gs","e",225,"tenhr",8.98449150293139
"885","prepct","waldon","gs","e",225,"hundhr",14.7326942957444
"886","prepct","waldon","gs","e",315,"onehr",0.214312723372029
"887","prepct","waldon","gs","e",315,"tenhr",1.80624770199837
"888","prepct","waldon","gs","e",315,"hundhr",7.40467482418187
"889","prepct","waldon","ha","ne",180,"onehr",0.85135299257281
"890","prepct","waldon","ha","ne",180,"tenhr",1.95689529457295
"891","prepct","waldon","ha","ne",180,"hundhr",13.3704191524164
"892","prepct","waldon","ha","ne",274,"onehr",0.39032879650889
"893","prepct","waldon","ha","ne",274,"tenhr",1.34579767479806
"894","prepct","waldon","ha","ne",274,"hundhr",2.45203090239248
"895","prepct","waldon","ha","nw",180,"onehr",0.7649580105427
"896","prepct","waldon","ha","nw",180,"tenhr",3.68407871298156
"897","prepct","waldon","ha","nw",180,"hundhr",12.5856699435234
"898","prepct","waldon","ha","nw",90,"onehr",0.506851301125247
"899","prepct","waldon","ha","nw",90,"tenhr",0.985797745435263
"900","prepct","waldon","ha","nw",90,"hundhr",2.69417154663922
"901","prepct","waldon","ha","sw",90,"onehr",0.655678294750886
"902","prepct","waldon","ha","sw",90,"tenhr",0
"903","prepct","waldon","ha","sw",90,"hundhr",20.1370719096374
"904","prepct","waldon","ha","sw",6,"onehr",1.21405465259934
"905","prepct","waldon","ha","sw",6,"tenhr",1.05849996236317
"906","prepct","waldon","ha","sw",6,"hundhr",2.89286569575017
"907","prepct","waldon","ha","se",270,"onehr",1.70544131055433
"908","prepct","waldon","ha","se",270,"tenhr",5.39010715208643
"909","prepct","waldon","ha","se",270,"hundhr",8.83865279043174
"910","prepct","waldon","ha","se",0,"onehr",0.934151924047412
"911","prepct","waldon","ha","se",0,"tenhr",0.454218455479704
"912","prepct","waldon","ha","se",0,"hundhr",9.93098184189097
"913","prepct","waldon","hd","ne",270,"onehr",1.39073844486906
"914","prepct","waldon","hd","ne",270,"tenhr",3.70145489991555
"915","prepct","waldon","hd","ne",270,"hundhr",10.1160248323734
"916","prepct","waldon","hd","ne",180,"onehr",2.8349522386686
"917","prepct","waldon","hd","ne",180,"tenhr",3.21639808915063
"918","prepct","waldon","hd","ne",180,"hundhr",5.02306931740171
"919","prepct","waldon","hd","nw",90,"onehr",1.50584376209901
"920","prepct","waldon","hd","nw",90,"tenhr",2.37963604545746
"921","prepct","waldon","hd","nw",90,"hundhr",2.60140490469384
"922","prepct","waldon","hd","nw",180,"onehr",2.50632933076593
"923","prepct","waldon","hd","nw",180,"tenhr",4.59948882471987
"924","prepct","waldon","hd","nw",180,"hundhr",19.5538607851536
"925","prepct","waldon","hd","sw",0,"onehr",1.10728240408882
"926","prepct","waldon","hd","sw",0,"tenhr",2.25780962749796
"927","prepct","waldon","hd","sw",0,"hundhr",22.2140244725456
"928","prepct","waldon","hd","sw",90,"onehr",0.776837387845098
"929","prepct","waldon","hd","sw",90,"tenhr",4.41939932014887
"930","prepct","waldon","hd","sw",90,"hundhr",26.8403488031572
"931","prepct","waldon","hd","se",270,"onehr",1.15153373844416
"932","prepct","waldon","hd","se",270,"tenhr",7.27892563765705
"933","prepct","waldon","hd","se",270,"hundhr",8.52565828779742
"934","prepct","waldon","hd","se",0,"onehr",1.08580011586285
"935","prepct","waldon","hd","se",0,"tenhr",5.03317378122377
"936","prepct","waldon","hd","se",0,"hundhr",17.507119685864
"937","prepct","waldon","ld","nw",90,"onehr",0.708450139850526
"938","prepct","waldon","ld","nw",90,"tenhr",3.134714163954
"939","prepct","waldon","ld","nw",90,"hundhr",14.6865090383821
"940","prepct","waldon","ld","nw",180,"onehr",0.492594839663511
"941","prepct","waldon","ld","nw",180,"tenhr",1.91613943290771
"942","prepct","waldon","ld","nw",180,"hundhr",0
"943","prepct","waldon","ld","sw",90,"onehr",0.141711277755708
"944","prepct","waldon","ld","sw",90,"tenhr",1.34365040948974
"945","prepct","waldon","ld","sw",90,"hundhr",7.34435581464842
"946","prepct","waldon","ld","sw",0,"onehr",1.15628653056908
"947","prepct","waldon","ld","sw",0,"tenhr",2.3577317324151
"948","prepct","waldon","ld","sw",0,"hundhr",2.57745923136657
"949","prepct","waldon","ld","se",0,"onehr",0.834159160035463
"950","prepct","waldon","ld","se",0,"tenhr",2.7510149410505
"951","prepct","waldon","ld","se",0,"hundhr",15.0369712507003
"952","prepct","waldon","ld","se",270,"onehr",0.992226808900976
"953","prepct","waldon","ld","se",270,"tenhr",4.47995381945257
"954","prepct","waldon","ld","se",270,"hundhr",2.44873031339661
"955","prepct","waldon","ld","ne",180,"onehr",0.566731776
"956","prepct","waldon","ld","ne",180,"tenhr",5.37352704
"957","prepct","waldon","ld","ne",180,"hundhr",14.685774768
"958","prepct","waldon","ld","ne",270,"onehr",0.747545381537974
"959","prepct","waldon","ld","ne",270,"tenhr",3.15019123992591
"960","prepct","waldon","ld","ne",270,"hundhr",7.37951049090977
"961","prepct","waldos","gs","sw",0,"onehr",0.477135063401873
"962","prepct","waldos","gs","sw",0,"tenhr",2.01066949794769
"963","prepct","waldos","gs","sw",0,"hundhr",19.2329613417403
"964","prepct","waldos","gs","sw",90,"onehr",0.864730367868442
"965","prepct","waldos","gs","sw",90,"tenhr",7.10582780552763
"966","prepct","waldos","gs","sw",90,"hundhr",14.9385605388109
"967","prepct","waldos","gs","nw",180,"onehr",1.11529768155848
"968","prepct","waldos","gs","nw",180,"tenhr",3.13327776758905
"969","prepct","waldos","gs","nw",180,"hundhr",14.2720077017901
"970","prepct","waldos","gs","nw",90,"onehr",0.395218121712366
"971","prepct","waldos","gs","nw",90,"tenhr",0.908436910959407
"972","prepct","waldos","gs","nw",90,"hundhr",12.4137273023637
"973","prepct","waldos","gs","ne",270,"onehr",1.7200414802767
"974","prepct","waldos","gs","ne",270,"tenhr",6.46473151495121
"975","prepct","waldos","gs","ne",270,"hundhr",16.0618376749309
"976","prepct","waldos","gs","ne",180,"onehr",0.30625809728668
"977","prepct","waldos","gs","ne",180,"tenhr",1.45190920703635
"978","prepct","waldos","gs","ne",180,"hundhr",18.5175559213152
"979","prepct","waldos","gs","se",0,"onehr",1.07958405638112
"980","prepct","waldos","gs","se",0,"tenhr",7.31156426144402
"981","prepct","waldos","gs","se",0,"hundhr",37.3004866771094
"982","prepct","waldos","gs","se",270,"onehr",0.503872139495011
"983","prepct","waldos","gs","se",270,"tenhr",11.581858846404
